timestamp,Temperature,Humidity,CO2,Noise,Pressure
1559053340,24.2,40,386,43,1005.3
1559053037,24.2,40,384,42,1005.3
1559052735,24.2,40,389,43,1005.3
1559052433,24.2,40,388,42,1005.2
1559052130,24.2,40,388,42,1005.2
1559051828,24.2,40,392,42,1005.2
1559051526,24.2,40,393,42,1005.2
1559051224,24.2,40,394,42,1005.2
1559050922,24.2,40,398,43,1005.2
1559050619,24.2,40,395,42,1005.1
1559050317,24.2,40,402,42,1005.1
1559050015,24.2,40,394,42,1005
1559049713,24.2,40,396,43,1005
1559049410,24.2,40,405,42,1005
1559049108,24.2,41,404,43,1005
1559048806,24.2,41,407,43,1005
1559048504,24.2,41,432,43,1005
1559048202,24.2,41,421,43,1005
1559047899,24.2,41,428,42,1005
1559047597,24.2,41,425,43,1004.9
1559047295,24.2,41,436,42,1004.9
1559046994,24.2,41,427,42,1004.9
1559046692,24.2,41,418,42,1004.8
1559046390,24.2,41,420,42,1004.8
1559046087,24.2,41,494,43,1004.8
1559045785,24.1,41,422,42,1004.8
1559045483,24.1,41,422,43,1004.7
1559045181,24.1,41,428,43,1004.7
1559044879,24.1,41,435,43,1004.7
1559044576,24.1,41,436,42,1004.6
1559044274,24.1,42,448,42,1004.7
1559043972,24.1,42,474,42,1004.6
1559043670,24.1,42,465,42,1004.6
1559043368,24.1,42,451,43,1004.6
1559043065,24.1,42,462,42,1004.5
1559042763,24.1,42,465,43,1004.5
1559042461,24.1,42,460,42,1004.5
1559042159,24.1,42,467,42,1004.4
1559041857,24,42,479,42,1004.4
1559041555,24,42,476,42,1004.4
1559041253,24,43,504,42,1004.4
1559040951,24,43,488,42,1004.4
1559040649,24,43,514,43,1004.4
1559040347,24,43,498,43,1004.3
1559040044,24,43,499,43,1004.3
1559039742,24,43,526,42,1004.3
1559039440,24,43,517,42,1004.3
1559039138,24,43,533,44,1004.3
1559038835,23.9,43,537,42,1004.2
1559038533,23.9,44,535,43,1004.2
1559038231,23.8,44,533,43,1004.1
1559037929,23.7,44,547,43,1004.1
1559037626,23.5,44,541,49,1004.1
1559037324,23.4,44,537,46,1004.1
1559037022,23.2,45,540,47,1004.1
1559036719,23,45,536,47,1004
1559036417,22.9,45,556,49,1004.1
1559036115,23.2,45,641,46,1004.1
1559035813,23.4,45,735,47,1004.1
1559035510,23.6,45,865,44,1004
1559035208,23.4,45,889,52,1004
1559034906,23.1,46,860,66,1003.9
1559034604,22.7,46,765,58,1003.9
1559034301,22.2,46,646,55,1003.8
1559033999,21.7,46,521,59,1003.8
1559033697,21.2,46,409,64,1003.8
1559033395,21,45,379,46,1003.8
1559033093,20.8,45,385,45,1003.8
1559032790,20.6,45,380,46,1003.8
1559032488,20.8,45,402,45,1003.8
1559032186,21.3,44,396,46,1003.8
1559031884,21.6,44,441,45,1003.8
1559031581,21.8,44,471,47,1003.8
1559031278,22.5,43,546,50,1003.9
1559030976,23.4,43,704,45,1003.8
1559030674,24.3,43,1010,49,1003.9
1559030372,24.5,44,1220,56,1003.8
1559030069,24.4,44,1214,53,1003.8
1559029767,24.2,44,1166,57,1003.7
1559029465,23.9,44,1100,60,1003.7
1559029162,23.7,44,1017,62,1003.7
1559028860,23.4,44,934,64,1003.6
1559028557,23,44,815,63,1003.7
1559028255,22.6,44,699,72,1003.6
1559027953,22.2,44,600,74,1003.6
1559027651,22.2,43,553,61,1003.6
1559027349,23.1,42,665,49,1003.6
1559027046,24,42,867,46,1003.7
1559026744,24.4,43,1106,56,1003.7
1559026442,24.4,43,1232,62,1003.6
1559026139,24.2,43,1157,55,1003.6
1559025837,24,43,1135,61,1003.5
1559025535,23.8,43,1078,62,1003.4
1559025233,23.5,43,1000,60,1003.3
1559024931,23.1,43,890,64,1003.3
1559024628,22.8,42,736,65,1003.3
1559024326,22.6,42,657,62,1003.2
1559024024,22.7,41,619,61,1003.2
1559023721,23.4,41,759,48,1003.3
1559023419,24.2,41,1008,62,1003.3
1559023116,24,41,1004,60,1003.2
1559023087,24,41,996,61,1003.2
1559022785,23.9,41,912,56,1003.2
1559022482,23.7,41,806,57,1003.2
1559022180,23.6,41,684,56,1003.1
1559021878,23.5,40,584,53,1003.1
1559021576,23.4,40,476,56,1003.1
1559021273,23.3,40,375,56,1003.1
1559020971,23.3,40,368,52,1003.1
1559020669,23.3,40,367,45,1003
1559020367,23.3,40,365,43,1003
1559020064,23.3,40,364,43,1003
1559019762,23.3,39,359,43,1003
1559019460,23.3,39,364,43,1003
1559019158,23.3,39,360,43,1003.1
1559018856,23.3,39,370,42,1003
1559018554,23.3,39,362,42,1003
1559018251,23.3,39,362,42,1002.9
1559017949,23.3,39,364,42,1002.9
1559017647,23.3,39,360,41,1002.9
1559017345,23.3,39,359,41,1002.8
1559017043,23.3,39,353,41,1002.8
1559016741,23.3,39,379,41,1002.8
1559016438,23.3,39,383,41,1002.9
1559016136,23.3,39,385,41,1002.9
1559015834,23.3,39,393,41,1002.8
1559015532,23.3,39,374,41,1002.8
1559015230,23.3,39,372,41,1002.8
1559014929,23.2,39,371,41,1002.7
1559014627,23.2,39,358,41,1002.6
1559014324,23.2,39,366,41,1002.5
1559014022,23.2,39,348,41,1002.5
1559013719,23.2,39,366,41,1002.5
1559013417,23.2,39,357,41,1002.5
1559013115,23.2,39,365,40,1002.5
1559012812,23.2,39,359,40,1002.4
1559012510,23.2,39,365,41,1002.4
1559012208,23.2,39,371,41,1002.3
1559011906,23.2,39,368,41,1002.4
1559011603,23.2,39,375,41,1002.4
1559011301,23.2,39,373,40,1002.4
1559010999,23.2,39,377,41,1002.4
1559010696,23.2,39,372,40,1002.3
1559010394,23.2,39,371,41,1002.2
1559010092,23.2,39,368,41,1002.2
1559009790,23.2,39,369,40,1002.2
1559009488,23.2,39,375,40,1002.1
1559009185,23.2,39,365,40,1002.1
1559008883,23.2,39,364,40,1002.1
1559008581,23.2,39,375,40,1002.2
1559008279,23.2,39,368,40,1002.2
1559007976,23.2,39,369,40,1002.2
1559007674,23.2,39,366,40,1002.2
1559007372,23.2,39,372,40,1002.1
1559007070,23.2,39,386,40,1002.1
1559006768,23.2,39,373,40,1002.1
1559006465,23.2,39,371,40,1002.2
1559006163,23.1,39,379,40,1002.1
1559005861,23.2,39,379,40,1002.1
1559005559,23.2,39,369,40,1002
1559005256,23.1,39,381,40,1002
1559004954,23.1,39,366,40,1002
1559004652,23.1,39,380,40,1001.9
1559004350,23.1,39,378,40,1001.9
1559004048,23.1,39,364,40,1001.9
1559003745,23.1,39,365,40,1001.9
1559003443,23.1,39,364,40,1001.9
1559003141,23.1,39,368,40,1001.7
1559002839,23.1,39,363,40,1001.7
1559002536,23.1,39,365,40,1001.7
1559002234,23.1,39,354,40,1001.7
1559001932,23.1,39,366,40,1001.7
1559001629,23.1,39,367,40,1001.7
1559001327,23.1,39,369,40,1001.6
1559001025,23.1,38,371,40,1001.5
1559000723,23.1,38,370,40,1001.6
1559000420,23.1,38,365,40,1001.6
1559000118,23.1,38,362,40,1001.6
1558999816,23.1,38,369,40,1001.6
1558999513,23.1,38,371,40,1001.5
1558999211,23.1,38,376,40,1001.5
1558998909,23.1,38,375,40,1001.5
1558998606,23.1,38,376,40,1001.6
1558998304,23.1,38,377,40,1001.6
1558998002,23.1,38,379,40,1001.6
1558997700,23.1,38,372,40,1001.6
1558997398,23.2,38,376,40,1001.7
1558997095,23.2,38,372,40,1001.7
1558996793,23.2,38,373,40,1001.7
1558996491,23.2,38,366,40,1001.6
1558996189,23.2,38,365,40,1001.6
1558995887,23.2,38,372,40,1001.6
1558995584,23.2,38,361,40,1001.6
1558995282,23.2,38,373,40,1001.7
1558994980,23.2,38,359,40,1001.7
1558994678,23.1,38,367,40,1001.6
1558994375,23.1,38,365,37,1001.6
1558994073,23.1,38,363,35,1001.6
1558993771,23.1,38,365,35,1001.6
1558993469,23.1,38,360,35,1001.6
1558993167,23.1,38,357,36,1001.7
1558992864,23,38,359,35,1001.7
1558992562,23,38,359,36,1001.7
1558992260,23,38,359,36,1001.6
1558991957,23,38,361,35,1001.6
1558991655,23,38,365,36,1001.7
1558991353,23,38,359,36,1001.6
1558991050,23,38,358,36,1001.7
1558990748,23,38,357,36,1001.7
1558990446,23,38,361,35,1001.7
1558990143,22.9,38,359,36,1001.7
1558989841,22.9,38,360,35,1001.6
1558989539,22.9,38,361,35,1001.5
1558989237,22.9,38,353,36,1001.5
1558988934,22.9,38,356,36,1001.5
1558988632,22.9,38,350,36,1001.5
1558988330,22.9,38,356,36,1001.5
1558988027,22.9,38,353,36,1001.5
1558987725,22.9,38,352,36,1001.4
1558987423,22.9,38,349,36,1001.5
1558987121,22.8,38,353,36,1001.5
1558986819,22.8,37,398,36,1001.5
1558986517,22.8,37,361,35,1001.5
1558986214,22.8,37,352,36,1001.5
1558985912,22.8,37,343,36,1001.6
1558985610,22.8,37,340,36,1001.6
1558985308,22.8,37,363,36,1001.6
1558985006,22.7,37,351,36,1001.6
1558984703,22.7,37,348,37,1001.5
1558984401,22.7,37,347,36,1001.5
1558984099,22.7,37,352,37,1001.4
1558983797,22.7,37,349,36,1001.4
1558983494,22.7,37,350,40,1001.4
1558983192,22.7,37,347,42,1001.3
1558982890,22.7,37,349,40,1001.2
1558982588,22.7,37,343,41,1001.2
1558982286,22.7,37,351,41,1001.2
1558981983,22.7,37,339,41,1001.3
1558981681,22.6,37,377,41,1001.2
1558981379,22.6,37,344,42,1001.3
1558981077,22.6,37,347,41,1001.2
1558980774,22.6,37,348,41,1001.2
1558980472,22.6,37,348,41,1001.2
1558980169,22.6,37,346,41,1001.1
1558979867,22.6,38,345,40,1001.2
1558979565,22.6,38,351,42,1001.1
1558979262,22.6,38,350,41,1001.1
1558978960,22.6,38,343,41,1001.1
1558978658,22.6,38,339,41,1001.2
1558978356,22.6,38,348,41,1001.2
1558978053,22.5,38,343,41,1001.2
1558977751,22.5,38,348,41,1001.1
1558977449,22.5,38,353,41,1001.1
1558977146,22.5,38,356,41,1001.2
1558976844,22.5,38,348,41,1001.2
1558976542,22.5,38,353,41,1001.2
1558976240,22.5,38,371,41,1001.2
1558975937,22.5,38,371,41,1001.2
1558975635,22.5,38,346,41,1001.3
1558975333,22.5,38,349,42,1001.3
1558975031,22.5,38,367,42,1001.3
1558974729,22.5,38,353,42,1001.3
1558974426,22.5,38,350,42,1001.3
1558974124,22.4,38,354,42,1001.3
1558973822,22.4,38,351,42,1001.2
1558973520,22.4,38,348,41,1001.2
1558973218,22.4,38,365,42,1001.3
1558972916,22.4,38,352,42,1001.2
1558972613,22.4,38,351,41,1001.2
1558972311,22.4,38,361,41,1001.2
1558972009,22.4,38,355,41,1001.2
1558971707,22.4,38,355,41,1001.1
1558971404,22.4,38,356,41,1001.1
1558971102,22.4,38,361,41,1001.1
1558970800,22.4,38,355,42,1001.1
1558970498,22.4,38,358,42,1001.1
1558970195,22.3,38,364,42,1001
1558969893,22.3,38,357,43,1001
1558969591,22.3,39,363,42,1000.9
1558969288,22.3,39,362,41,1000.8
1558968986,22.3,39,369,41,1000.8
1558968684,22.3,39,369,42,1000.8
1558968381,22.3,39,360,42,1000.8
1558968079,22.3,39,365,41,1000.9
1558967777,22.3,39,365,42,1000.9
1558967475,22.3,39,361,42,1000.8
1558967172,22.3,39,374,42,1000.9
1558966870,22.3,39,369,43,1000.9
1558966567,22.3,39,371,42,1000.9
1558966265,22.3,40,370,42,1000.9
1558965963,22.3,40,377,42,1000.9
1558965661,22.3,40,381,41,1000.9
1558965358,22.3,40,370,41,1000.8
1558965056,22.3,40,387,42,1000.8
1558964754,22.3,40,378,42,1000.9
1558964452,22.3,40,391,43,1000.9
1558964150,22.3,40,388,42,1000.9
1558963848,22.3,41,388,42,1001
1558963545,22.3,41,398,42,1000.9
1558963243,22.3,41,411,42,1000.9
1558962941,22.3,41,406,42,1000.9
1558962639,22.3,41,410,42,1000.8
1558962336,22.3,41,420,42,1000.8
1558962035,22.3,41,413,43,1000.7
1558961732,22.3,41,430,41,1000.7
1558961430,22.3,41,432,41,1000.7
1558961128,22.2,41,442,42,1000.7
1558960826,22.2,41,444,42,1000.7
1558960523,22.2,42,456,42,1000.7
1558960221,22.2,42,468,42,1000.7
1558959919,22.2,42,479,42,1000.7
1558959617,22.1,42,497,42,1000.6
1558959314,22.2,42,498,42,1000.6
1558959011,22.1,42,511,42,1000.5
1558958709,22.1,42,527,42,1000.5
1558958407,22,42,533,42,1000.5
1558958104,22,43,554,43,1000.5
1558957802,22,43,556,41,1000.5
1558957500,22,43,583,43,1000.4
1558957197,21.9,43,593,42,1000.4
1558956895,21.9,43,613,42,1000.4
1558956593,21.9,43,641,43,1000.4
1558956290,21.9,44,653,41,1000.4
1558955988,21.9,44,674,42,1000.4
1558955686,21.9,44,693,45,1000.4
1558955383,21.9,44,727,43,1000.4
1558955081,21.9,44,752,42,1000.4
1558954779,21.8,45,771,42,1000.4
1558954477,21.8,45,794,42,1000.4
1558954175,21.8,45,826,42,1000.3
1558953872,21.8,45,867,44,1000.3
1558953570,21.8,45,895,48,1000.3
1558953268,21.8,46,916,46,1000.3
1558952966,21.8,46,956,43,1000.2
1558952663,21.8,46,1001,43,1000.2
1558952361,21.7,46,1042,45,1000.1
1558952059,21.7,46,1060,59,1000.2
1558951757,21.6,46,1027,68,1000.2
1558951455,21.5,46,980,67,1000.2
1558951153,21.4,46,957,70,1000.2
1558950850,21.2,46,900,69,1000.2
1558950548,21,46,845,68,1000.1
1558950246,20.8,46,776,69,1000.1
1558949944,20.6,47,737,68,1000.1
1558949643,20.5,46,695,68,1000
1558949341,20.5,46,691,59,1000
1558949039,20.7,46,749,47,1000.1
1558948737,21,46,922,,1000
1558948433,21.2,47,1126,67,1000
1558948131,21.1,47,1073,52,999.9
1558947828,20.9,47,1033,51,999.8
1558947568,20.8,47,941,55,999.8
1558947265,20.5,47,853,52,999.7
1558946963,20.3,47,761,49,999.7
1558946661,20,47,655,52,999.7
1558946359,19.8,46,547,52,999.7
1558946056,19.7,46,454,71,999.7
1558945754,19.8,46,420,58,999.7
1558945452,20,46,442,44,999.7
1558945150,20.3,46,495,45,999.6
1558944847,20.5,46,534,48,999.6
1558944544,20.6,46,567,43,999.6
1558944242,20.6,46,568,45,999.6
1558943940,20.7,46,560,43,999.6
1558943637,20.7,46,582,44,999.6
1558943335,20.8,46,605,43,999.5
1558943033,20.8,47,623,43,999.5
1558942730,20.9,47,635,42,999.5
1558942428,20.9,47,666,46,999.5
1558942126,21,47,688,45,999.5
1558941823,21.1,47,717,44,999.4
1558941521,21.2,47,769,47,999.4
1558941219,21.3,47,817,50,999.4
1558940917,21.4,47,913,43,999.3
1558940615,21.5,47,976,43,999.3
1558940313,21.5,47,1026,61,999.2
1558940009,21.3,48,1001,64,999.2
1558939846,21.2,48,979,63,999.2
1558939544,21,48,927,64,999.1
1558939241,20.8,48,847,61,999.1
1558938939,20.6,48,793,62,999
1558938637,20.4,47,693,60,998.9
1558938335,20.1,47,606,60,998.9
1558938032,19.9,47,504,75,998.9
1558937730,19.9,47,423,65,998.9
1558937428,20,47,445,45,998.8
1558937125,20.1,47,522,68,998.7
1558936823,20.1,46,527,67,998.6
1558936521,20.3,46,572,63,998.6
1558936219,20.3,46,599,72,998.6
1558935916,20.1,46,550,74,998.6
1558935614,20,46,491,68,998.5
1558935312,19.9,46,423,69,998.4
1558935009,19.8,46,362,66,998.3
1558934707,19.8,45,322,54,998.3
1558934405,19.7,45,321,48,998.3
1558934103,19.7,45,322,42,998.2
1558933800,19.7,45,345,42,998.1
1558933498,19.7,45,337,42,998.1
1558933196,19.7,45,332,42,998.2
1558932894,19.7,45,327,42,998.2
1558932592,19.7,45,317,42,998.2
1558932289,19.7,45,333,42,998.2
1558931987,19.7,45,326,42,998.2
1558931685,19.7,45,330,41,998.2
1558931383,19.7,45,324,41,998.2
1558931081,19.7,45,326,41,998.2
1558930778,19.7,46,314,41,998.1
1558930476,19.7,46,324,41,998
1558930174,19.7,46,334,41,997.9
1558929872,19.7,46,323,41,997.9
1558929571,19.7,46,318,41,997.8
1558929269,19.7,46,310,41,997.7
1558928967,19.6,46,317,41,997.7
1558928664,19.6,46,312,41,997.7
1558928362,19.6,46,318,41,997.7
1558928060,19.6,46,316,41,997.6
1558927758,19.6,46,316,41,997.5
1558927455,19.6,46,316,40,997.4
1558927153,19.6,46,327,40,997.4
1558926851,19.7,46,309,40,997.3
1558926548,19.7,46,325,40,997.2
1558926246,19.7,46,323,40,997.2
1558925944,19.7,46,316,41,997.1
1558925642,19.7,46,326,40,997.1
1558925340,19.7,46,314,41,997.1
1558925038,19.7,46,315,41,997.1
1558924735,19.7,46,322,40,997.1
1558924433,19.7,46,316,40,997.1
1558924131,19.7,46,325,40,997.1
1558923829,19.7,46,322,40,997
1558923527,19.7,46,316,40,996.9
1558923225,19.7,46,310,40,996.8
1558922922,19.7,46,332,40,996.8
1558922620,19.7,46,322,40,996.8
1558922318,19.7,46,320,40,996.7
1558922016,19.7,46,319,40,996.8
1558921713,19.7,46,313,40,996.7
1558921411,19.7,46,315,40,996.6
1558921109,19.7,46,327,40,996.6
1558920806,19.7,46,342,40,996.4
1558920504,19.7,46,313,40,996.4
1558920202,19.7,46,327,40,996.3
1558919900,19.7,46,343,40,996.2
1558919598,19.7,46,319,40,996.1
1558919296,19.7,46,322,40,996.1
1558918993,19.7,46,334,40,996.1
1558918691,19.7,46,312,40,996
1558918389,19.7,46,317,40,996
1558918087,19.7,46,331,40,996
1558917785,19.7,46,316,40,996
1558917482,19.7,46,323,40,995.9
1558917180,19.7,46,324,40,995.8
1558916878,19.7,46,325,40,995.8
1558916575,19.7,46,320,40,995.7
1558916273,19.7,46,331,40,995.6
1558915971,19.7,46,320,40,995.6
1558915669,19.7,46,319,40,995.6
1558915366,19.7,46,343,40,995.7
1558915064,19.7,46,315,40,995.7
1558914762,19.7,46,323,40,995.7
1558914459,19.7,46,322,40,995.7
1558914157,19.7,46,323,40,995.7
1558913855,19.7,46,322,40,995.6
1558913553,19.7,46,336,40,995.6
1558913251,19.7,46,315,40,995.5
1558912948,19.7,46,322,40,995.4
1558912646,19.7,46,319,40,995.3
1558912344,19.7,46,324,40,995.3
1558912042,19.7,46,318,40,995.2
1558911739,19.7,46,323,40,995.1
1558911437,19.7,46,318,40,995
1558911135,19.7,46,311,40,995
1558910833,19.7,46,323,40,994.8
1558910531,19.7,46,323,40,994.6
1558910229,19.7,46,318,40,994.6
1558909926,19.7,46,326,40,994.6
1558909624,19.6,46,329,40,994.5
1558909322,19.6,46,320,40,994.4
1558909020,19.6,46,319,40,994.4
1558908718,19.7,46,319,40,994.3
1558908415,19.7,46,325,40,994.4
1558908113,19.7,46,318,39,994.3
